vehicle_type,level_of_loading,incline,mean_speed,t_amb,consumption
bus_18m,0.9,0.0,17.957,15,1.937
bus_18m,0.9,0.0,17.957,20,2.084
bus_18m,0.9,0.0,17.957,25,2.269
bus_18m,0.9,0.0,17.957,30,2.532
bus_18m,0.9,0.0,17.957,35,2.875
bus_18m,0.9,0.0,17.957,40,3.298
bus_18m,0.9,0.0,25.184,-15,3.012
bus_18m,0.9,0.0,25.184,-10,2.738
bus_18m,0.9,0.0,25.184,0,2.222
bus_18m,0.9,0.0,25.184,10,1.868
bus_18m,0.9,0.0,25.184,-5,2.475
bus_18m,0.9,0.0,25.184,5,1.98
bus_18m,0.9,0.0,25.184,15,1.854
bus_18m,0.9,0.0,25.184,20,1.957
bus_18m,0.9,0.0,25.184,30,2.261
bus_18m,0.9,0.0,25.184,25,2.084
bus_18m,0.9,0.0,25.184,35,2.487
bus_18m,0.9,0.0,25.184,40,2.762
bus_18m,0.9,0.0,29.997,-15,2.683
bus_18m,0.9,0.0,29.997,0,2.028
bus_18m,0.9,0.0,29.997,-10,2.457
bus_18m,0.9,0.0,29.997,-5,2.238
bus_18m,0.9,0.0,29.997,5,1.825
bus_18m,0.9,0.0,29.997,10,1.729
bus_18m,0.9,0.0,29.997,15,1.719
bus_18m,0.9,0.0,29.997,20,1.804
bus_18m,0.9,0.0,29.997,30,2.057
bus_18m,0.9,0.0,29.997,25,1.91
bus_18m,0.9,0.0,29.997,35,2.245
bus_18m,0.9,0.0,29.997,40,2.473
bus_18m,0.9,0.0,37.093,-15,2.405
bus_18m,0.9,0.0,37.093,-10,2.214
bus_18m,0.9,0.0,37.093,-5,2.03
bus_18m,0.9,0.0,37.093,0,1.853
bus_18m,0.9,0.0,37.093,5,1.684
bus_18m,0.9,0.0,37.093,10,1.596
bus_18m,0.9,0.0,37.093,15,1.584
bus_18m,0.9,0.0,37.093,20,1.652
bus_18m,0.9,0.0,37.093,25,1.736
bus_18m,0.9,0.0,37.093,30,1.855
bus_18m,0.9,0.019999999999999997,2.626,-15,60.422
bus_18m,0.9,0.0,37.093,35,2.008
bus_18m,0.9,0.0,37.093,40,2.195
bus_18m,0.9,0.019999999999999997,2.626,-10,47.626
bus_18m,0.9,0.019999999999999997,2.626,-5,36.188
bus_18m,0.9,0.019999999999999997,2.626,0,26.074
bus_18m,0.9,0.019999999999999997,2.626,5,17.277
bus_18m,0.9,0.019999999999999997,2.626,10,9.83
bus_18m,0.9,0.019999999999999997,2.626,15,4.832
bus_18m,0.9,0.019999999999999997,2.626,20,5.986
bus_18m,0.9,0.019999999999999997,2.626,25,7.908
bus_18m,0.9,0.019999999999999997,2.626,30,11.424
bus_18m,0.9,0.019999999999999997,2.626,35,16.67
bus_18m,0.9,0.019999999999999997,2.626,40,23.76
bus_18m,0.9,0.019999999999999997,12.115,-15,6.91
bus_18m,0.9,0.019999999999999997,12.115,-10,6.172
bus_18m,0.9,0.019999999999999997,12.115,-5,5.48
bus_18m,0.9,0.019999999999999997,12.115,0,4.831
bus_18m,0.9,0.019999999999999997,12.115,5,4.226
bus_18m,0.9,0.019999999999999997,12.115,10,3.915
bus_18m,0.9,0.019999999999999997,12.115,15,3.805
bus_18m,0.9,0.019999999999999997,12.115,25,4.302
bus_18m,0.9,0.019999999999999997,12.115,20,4.024
bus_18m,0.9,0.019999999999999997,12.115,30,4.7
bus_18m,0.9,0.019999999999999997,12.115,35,5.22
bus_18m,0.9,0.019999999999999997,12.115,40,5.865
bus_18m,0.9,0.019999999999999997,17.957,-15,5.624
bus_18m,0.9,0.019999999999999997,17.957,-10,5.153
bus_18m,0.9,0.019999999999999997,17.957,-5,4.708
bus_18m,0.9,0.019999999999999997,17.957,0,4.29
bus_18m,0.9,0.019999999999999997,17.957,5,3.896
bus_18m,0.9,0.019999999999999997,17.957,10,3.695
bus_18m,0.9,0.019999999999999997,17.957,15,3.634
bus_18m,0.9,0.019999999999999997,17.957,20,3.78
bus_18m,0.9,0.019999999999999997,17.957,30,4.229
bus_18m,0.9,0.019999999999999997,17.957,25,3.965
bus_18m,0.9,0.019999999999999997,17.957,35,4.572
bus_18m,0.9,0.019999999999999997,17.957,40,4.995
bus_18m,0.9,0.019999999999999997,25.184,-15,4.721
bus_18m,0.9,0.019999999999999997,25.184,-10,4.447
bus_18m,0.9,0.019999999999999997,25.184,-5,4.184
bus_18m,0.9,0.019999999999999997,25.184,0,3.931
bus_18m,0.9,0.019999999999999997,25.184,5,3.689
bus_18m,0.9,0.019999999999999997,25.184,10,3.577
bus_18m,0.9,0.019999999999999997,25.184,15,3.563
bus_18m,0.9,0.019999999999999997,25.184,20,3.666
bus_18m,0.9,0.019999999999999997,25.184,25,3.793
bus_18m,0.9,0.019999999999999997,25.184,30,3.97
bus_18m,0.9,0.019999999999999997,25.184,35,4.196
bus_18m,0.9,0.019999999999999997,25.184,40,4.471
bus_18m,0.9,0.019999999999999997,29.997,-15,4.437
bus_18m,0.9,0.019999999999999997,29.997,-5,3.992
bus_18m,0.9,0.019999999999999997,29.997,-10,4.21
bus_18m,0.9,0.019999999999999997,29.997,0,3.781
bus_18m,0.9,0.019999999999999997,29.997,5,3.579
bus_18m,0.9,0.019999999999999997,29.997,10,3.483
bus_18m,0.9,0.019999999999999997,29.997,15,3.473
bus_18m,0.9,0.019999999999999997,29.997,20,3.558
bus_18m,0.9,0.019999999999999997,29.997,25,3.664
bus_18m,0.9,0.019999999999999997,29.997,30,3.811
bus_18m,0.9,0.019999999999999997,29.997,35,3.999
bus_18m,0.9,0.019999999999999997,29.997,40,4.227
bus_18m,0.9,0.019999999999999997,37.093,-15,4.207
bus_18m,0.9,0.019999999999999997,37.093,-10,4.015
bus_18m,0.9,0.019999999999999997,37.093,-5,3.832
bus_18m,0.9,0.019999999999999997,37.093,0,3.655
bus_18m,0.9,0.019999999999999997,37.093,5,3.485
bus_18m,0.9,0.019999999999999997,37.093,10,3.398
bus_18m,0.9,0.019999999999999997,37.093,15,3.385
bus_18m,0.9,0.019999999999999997,37.093,20,3.453
bus_18m,0.9,0.019999999999999997,37.093,25,3.538
bus_18m,0.9,0.019999999999999997,37.093,30,3.657
bus_18m,0.9,0.019999999999999997,37.093,35,3.809
bus_18m,0.9,0.04,2.626,-15,62.085
bus_18m,0.9,0.019999999999999997,37.093,40,3.996
bus_18m,0.9,0.04,2.626,-10,49.288
bus_18m,0.9,0.04,2.626,-5,37.85
bus_18m,0.9,0.04,2.626,10,11.492
bus_18m,0.9,0.04,2.626,5,18.939
bus_18m,0.9,0.04,2.626,0,27.736
bus_18m,0.9,0.04,2.626,15,6.494
bus_18m,0.9,0.04,2.626,20,7.649
bus_18m,0.9,0.04,2.626,25,9.57
bus_18m,0.9,0.04,2.626,35,18.333
bus_18m,0.9,0.04,2.626,30,13.086
bus_18m,0.9,0.04,2.626,40,25.422
bus_18m,0.9,0.04,12.115,-15,8.556
bus_18m,0.9,0.04,12.115,-5,7.126
bus_18m,0.9,0.04,12.115,-10,7.818
bus_18m,0.9,0.04,12.115,5,5.871
bus_18m,0.9,0.04,12.115,0,6.477
bus_18m,0.9,0.04,12.115,10,5.56
bus_18m,0.9,0.04,12.115,20,5.67
bus_18m,0.9,0.04,12.115,15,5.451
bus_18m,0.9,0.04,12.115,25,5.948
bus_18m,0.9,0.04,12.115,30,6.346
bus_18m,0.9,0.04,12.115,35,6.866
bus_18m,0.9,0.04,12.115,40,7.51
bus_18m,0.9,0.04,17.957,-15,7.32
bus_18m,0.9,0.04,17.957,-10,6.849
bus_18m,0.9,0.04,17.957,-5,6.404
bus_18m,0.9,0.04,17.957,0,5.986
bus_18m,0.9,0.04,17.957,5,5.592
bus_18m,0.9,0.04,17.957,10,5.391
bus_18m,0.9,0.04,17.957,20,5.476
bus_18m,0.9,0.04,17.957,15,5.33
bus_18m,0.9,0.04,17.957,25,5.661
bus_18m,0.9,0.04,17.957,30,5.925
bus_18m,0.9,0.04,17.957,35,6.268
bus_18m,0.9,0.04,17.957,40,6.691
bus_18m,0.9,0.04,25.184,-10,6.158
bus_18m,0.9,0.04,25.184,-15,6.432
bus_18m,0.9,0.04,25.184,-5,5.895
bus_18m,0.9,0.04,25.184,0,5.643
bus_18m,0.9,0.04,25.184,5,5.4
bus_18m,0.9,0.04,25.184,10,5.288
bus_18m,0.9,0.04,25.184,20,5.377
bus_18m,0.9,0.04,25.184,15,5.274
bus_18m,0.9,0.04,25.184,25,5.505
bus_18m,0.9,0.04,25.184,35,5.907
bus_18m,0.9,0.04,25.184,30,5.682
bus_18m,0.9,0.04,25.184,40,6.182
bus_18m,0.9,0.04,29.997,-15,6.192
bus_18m,0.9,0.04,29.997,-10,5.965
bus_18m,0.9,0.04,29.997,-5,5.747
bus_18m,0.9,0.04,29.997,0,5.536
bus_18m,0.9,0.04,29.997,5,5.334
bus_18m,0.9,0.04,29.997,10,5.238
bus_18m,0.9,0.04,29.997,15,5.228
bus_18m,0.9,0.04,29.997,20,5.313
bus_18m,0.9,0.04,29.997,25,5.419
bus_18m,0.9,0.04,29.997,35,5.754
bus_18m,0.9,0.04,29.997,30,5.566
bus_18m,0.9,0.04,29.997,40,5.982
bus_18m,0.9,0.04,37.093,-15,6.008
bus_18m,0.9,0.04,37.093,-10,5.817
bus_18m,0.9,0.04,37.093,-5,5.633
bus_18m,0.9,0.04,37.093,5,5.287
bus_18m,0.9,0.04,37.093,0,5.457
bus_18m,0.9,0.04,37.093,10,5.2
bus_18m,0.9,0.04,37.093,15,5.187
bus_18m,0.9,0.04,37.093,20,5.255
bus_18m,0.9,0.04,37.093,25,5.34
bus_18m,0.9,0.04,37.093,35,5.611
bus_18m,0.9,0.04,37.093,30,5.458
bus_18m,0.9,0.04,37.093,40,5.798
nor_bus,0.0,-0.04,2.626,-10,45.466
nor_bus,0.0,-0.04,2.626,-15,57.622
nor_bus,0.0,-0.04,2.626,0,25.158
nor_bus,0.0,-0.04,2.626,-5,34.656
nor_bus,0.0,-0.04,2.626,5,16.965
nor_bus,0.0,-0.04,2.626,15,4.72
nor_bus,0.0,-0.04,2.626,10,10.112
nor_bus,0.0,-0.04,2.626,20,1.283
nor_bus,0.0,-0.04,2.626,25,2.431
nor_bus,0.0,-0.04,2.626,30,5.047
nor_bus,0.0,-0.04,2.626,35,9.27
nor_bus,0.0,-0.04,2.626,40,15.215
nor_bus,0.0,-0.04,12.115,-15,2.967
nor_bus,0.0,-0.04,12.115,-10,2.374
nor_bus,0.0,-0.04,12.115,-5,1.823
nor_bus,0.0,-0.04,12.115,0,1.313
nor_bus,0.0,-0.04,12.115,5,0.844
nor_bus,0.0,-0.04,12.115,10,0.417
nor_bus,0.0,-0.04,12.115,15,0.034
nor_bus,0.0,-0.04,12.115,20,-0.29
nor_bus,0.0,-0.04,12.115,25,-0.181
nor_bus,0.0,-0.04,12.115,35,0.314
nor_bus,0.0,-0.04,12.115,30,0.019
nor_bus,0.0,-0.04,12.115,40,0.704
nor_bus,0.0,-0.04,17.957,-10,1.286
nor_bus,0.0,-0.04,17.957,-15,1.658
nor_bus,0.0,-0.04,17.957,-5,0.939
nor_bus,0.0,-0.04,17.957,0,0.616
nor_bus,0.0,-0.04,17.957,5,0.317
nor_bus,0.0,-0.04,17.957,10,0.041
nor_bus,0.0,-0.04,17.957,15,-0.208
nor_bus,0.0,-0.04,17.957,20,-0.424
nor_bus,0.0,-0.04,17.957,25,-0.353
nor_bus,0.0,-0.04,17.957,30,-0.224
nor_bus,0.0,-0.04,17.957,35,-0.034
nor_bus,0.0,-0.04,17.957,40,0.217
nor_bus,0.0,-0.04,25.184,-15,0.724
nor_bus,0.0,-0.04,25.184,-10,0.523
nor_bus,0.0,-0.04,25.184,-5,0.33
nor_bus,0.0,-0.04,25.184,0,0.147
nor_bus,0.0,-0.04,25.184,5,-0.026
nor_bus,0.0,-0.04,25.184,10,-0.191
nor_bus,0.0,-0.04,25.184,15,-0.347
nor_bus,0.0,-0.04,25.184,20,-0.49
nor_bus,0.0,-0.04,25.184,30,-0.364
nor_bus,0.0,-0.04,25.184,25,-0.445
nor_bus,0.0,-0.04,25.184,35,-0.248
nor_bus,0.0,-0.04,25.184,40,-0.097
nor_bus,0.0,-0.04,29.997,-15,0.476
nor_bus,0.0,-0.04,29.997,-10,0.311
nor_bus,0.0,-0.04,29.997,0,0.003
nor_bus,0.0,-0.04,29.997,-5,0.153
nor_bus,0.0,-0.04,29.997,5,-0.141
nor_bus,0.0,-0.04,29.997,10,-0.278
nor_bus,0.0,-0.04,29.997,15,-0.408
nor_bus,0.0,-0.04,29.997,25,-0.492
nor_bus,0.0,-0.04,29.997,20,-0.529
nor_bus,0.0,-0.04,29.997,30,-0.426
nor_bus,0.0,-0.04,29.997,35,-0.33
nor_bus,0.0,-0.04,29.997,40,-0.206
nor_bus,0.0,-0.04,37.093,-15,0.281
nor_bus,0.0,-0.04,37.093,-5,0.008
nor_bus,0.0,-0.04,37.093,-10,0.142
nor_bus,0.0,-0.04,37.093,5,-0.241
nor_bus,0.0,-0.04,37.093,0,-0.119
nor_bus,0.0,-0.04,37.093,10,-0.356
nor_bus,0.0,-0.04,37.093,15,-0.465
nor_bus,0.0,-0.04,37.093,20,-0.566
nor_bus,0.0,-0.04,37.093,25,-0.536
nor_bus,0.0,-0.04,37.093,35,-0.404
nor_bus,0.0,-0.04,37.093,30,-0.482
nor_bus,0.0,-0.04,37.093,40,-0.302
nor_bus,0.0,-0.02,2.626,-10,45.566
nor_bus,0.0,-0.02,2.626,-15,57.722
nor_bus,0.0,-0.02,2.626,-5,34.755
nor_bus,0.0,-0.02,2.626,0,25.257
nor_bus,0.0,-0.02,2.626,5,17.064
nor_bus,0.0,-0.02,2.626,10,10.211
nor_bus,0.0,-0.02,2.626,15,4.819
nor_bus,0.0,-0.02,2.626,20,1.383
nor_bus,0.0,-0.02,2.626,25,2.531
nor_bus,0.0,-0.02,2.626,30,5.147
nor_bus,0.0,-0.02,2.626,35,9.37
nor_bus,0.0,-0.02,2.626,40,15.315
nor_bus,0.0,-0.02,12.115,-15,3.628
nor_bus,0.0,-0.02,12.115,-10,3.034
nor_bus,0.0,-0.02,12.115,-5,2.484
nor_bus,0.0,-0.02,12.115,0,1.974
nor_bus,0.0,-0.02,12.115,5,1.505
nor_bus,0.0,-0.02,12.115,10,1.078
nor_bus,0.0,-0.02,12.115,15,0.695
nor_bus,0.0,-0.02,12.115,20,0.371
nor_bus,0.0,-0.02,12.115,25,0.48
nor_bus,0.0,-0.02,12.115,30,0.68
nor_bus,0.0,-0.02,12.115,35,0.974
nor_bus,0.0,-0.02,12.115,40,1.365
nor_bus,0.0,-0.02,17.957,-15,2.334
nor_bus,0.0,-0.02,17.957,-10,1.962
nor_bus,0.0,-0.02,17.957,0,1.292
nor_bus,0.0,-0.02,17.957,-5,1.615
nor_bus,0.0,-0.02,17.957,5,0.992
nor_bus,0.0,-0.02,17.957,10,0.717
nor_bus,0.0,-0.02,17.957,15,0.467
nor_bus,0.0,-0.02,17.957,20,0.252
nor_bus,0.0,-0.02,17.957,25,0.322
nor_bus,0.0,-0.02,17.957,30,0.452
nor_bus,0.0,-0.02,17.957,35,0.642
nor_bus,0.0,-0.02,17.957,40,0.893
nor_bus,0.0,-0.02,25.184,-15,1.42
nor_bus,0.0,-0.02,25.184,-10,1.218
nor_bus,0.0,-0.02,25.184,-5,1.026
nor_bus,0.0,-0.02,25.184,0,0.843
nor_bus,0.0,-0.02,25.184,5,0.669
nor_bus,0.0,-0.02,25.184,10,0.504
nor_bus,0.0,-0.02,25.184,15,0.349
nor_bus,0.0,-0.02,25.184,20,0.205
nor_bus,0.0,-0.02,25.184,25,0.251
nor_bus,0.0,-0.02,25.184,30,0.332
nor_bus,0.0,-0.02,25.184,35,0.447
nor_bus,0.0,-0.02,25.184,40,0.598
nor_bus,0.0,-0.02,29.997,-15,1.148
nor_bus,0.0,-0.02,29.997,-5,0.826
nor_bus,0.0,-0.02,29.997,-10,0.983
nor_bus,0.0,-0.02,29.997,0,0.675
nor_bus,0.0,-0.02,29.997,5,0.531
nor_bus,0.0,-0.02,29.997,10,0.394
nor_bus,0.0,-0.02,29.997,15,0.264
nor_bus,0.0,-0.02,29.997,20,0.143
nor_bus,0.0,-0.02,29.997,25,0.18
nor_bus,0.0,-0.02,29.997,30,0.247
nor_bus,0.0,-0.02,29.997,35,0.342
nor_bus,0.0,-0.02,29.997,40,0.466
nor_bus,0.0,-0.02,37.093,-15,0.93
nor_bus,0.0,-0.02,37.093,-10,0.79
nor_bus,0.0,-0.02,37.093,-5,0.657
nor_bus,0.0,-0.02,37.093,0,0.53
nor_bus,0.0,-0.02,37.093,5,0.408
nor_bus,0.0,-0.02,37.093,10,0.293
nor_bus,0.0,-0.02,37.093,15,0.184
nor_bus,0.0,-0.02,37.093,20,0.083
nor_bus,0.0,-0.02,37.093,25,0.113
nor_bus,0.0,-0.02,37.093,30,0.167
nor_bus,0.0,-0.02,37.093,35,0.245
nor_bus,0.0,-0.02,37.093,40,0.347
nor_bus,0.0,0.0,2.626,-15,58.149
nor_bus,0.0,0.0,2.626,-10,45.993
nor_bus,0.0,0.0,2.626,-5,35.182
nor_bus,0.0,0.0,2.626,0,25.684
nor_bus,0.0,0.0,2.626,5,17.492
nor_bus,0.0,0.0,2.626,10,10.638
nor_bus,0.0,0.0,2.626,15,5.246
nor_bus,0.0,0.0,2.626,20,1.81
nor_bus,0.0,0.0,2.626,25,2.958
nor_bus,0.0,0.0,2.626,30,5.574
nor_bus,0.0,0.0,2.626,35,9.797
nor_bus,0.0,0.0,2.626,40,15.742
nor_bus,0.0,0.0,12.115,-15,4.356
nor_bus,0.0,0.0,12.115,-10,3.762
nor_bus,0.0,0.0,12.115,-5,3.211
nor_bus,0.0,0.0,12.115,0,2.701
nor_bus,0.0,0.0,12.115,5,2.232
nor_bus,0.0,0.0,12.115,10,1.805
nor_bus,0.0,0.0,12.115,15,1.422
nor_bus,0.0,0.0,12.115,20,1.097
nor_bus,0.0,0.0,12.115,30,1.406
nor_bus,0.0,0.0,12.115,25,1.206
nor_bus,0.0,0.0,12.115,35,1.7
nor_bus,0.0,0.0,12.115,40,2.091
nor_bus,0.0,0.0,17.957,-15,3.099
nor_bus,0.0,0.0,17.957,-10,2.727
nor_bus,0.0,0.0,17.957,-5,2.379
nor_bus,0.0,0.0,17.957,0,2.056
nor_bus,0.0,0.0,17.957,5,1.756
nor_bus,0.0,0.0,17.957,10,1.48
nor_bus,0.0,0.0,17.957,15,1.23
nor_bus,0.0,0.0,17.957,20,1.013
nor_bus,0.0,0.0,17.957,30,1.213
nor_bus,0.0,0.0,17.957,25,1.084
nor_bus,0.0,0.0,17.957,35,1.402
nor_bus,0.0,0.0,17.957,40,1.653
nor_bus,0.0,0.0,25.184,-15,2.201
nor_bus,0.0,0.0,25.184,-10,1.999
nor_bus,0.0,0.0,25.184,0,1.623
nor_bus,0.0,0.0,25.184,-5,1.806
nor_bus,0.0,0.0,25.184,5,1.448
nor_bus,0.0,0.0,25.184,10,1.283
nor_bus,0.0,0.0,25.184,15,1.127
nor_bus,0.0,0.0,25.184,20,0.983
nor_bus,0.0,0.0,25.184,30,1.108
nor_bus,0.0,0.0,25.184,25,1.028
nor_bus,0.0,0.0,25.184,35,1.223
nor_bus,0.0,0.0,25.184,40,1.374
nor_bus,0.0,0.0,29.997,-15,1.953
nor_bus,0.0,0.0,29.997,-10,1.787
nor_bus,0.0,0.0,29.997,-5,1.628
nor_bus,0.0,0.0,29.997,0,1.476
nor_bus,0.0,0.0,29.997,5,1.331
nor_bus,0.0,0.0,29.997,10,1.193
nor_bus,0.0,0.0,29.997,15,1.062
nor_bus,0.0,0.0,29.997,20,0.94
nor_bus,0.0,0.0,29.997,25,0.977
nor_bus,0.0,0.0,29.997,30,1.043
nor_bus,0.0,0.0,29.997,35,1.137
nor_bus,0.0,0.0,29.997,40,1.26
nor_bus,0.0,0.0,37.093,-15,1.76
nor_bus,0.0,0.0,37.093,-10,1.619
nor_bus,0.0,0.0,37.093,-5,1.484
nor_bus,0.0,0.0,37.093,0,1.355
nor_bus,0.0,0.0,37.093,5,1.232
nor_bus,0.0,0.0,37.093,10,1.116
nor_bus,0.0,0.0,37.093,15,1.006
nor_bus,0.0,0.0,37.093,20,0.903
nor_bus,0.0,0.0,37.093,25,0.932
nor_bus,0.0,0.0,37.093,35,1.062
nor_bus,0.0,0.0,37.093,30,0.985
nor_bus,0.0,0.019999999999999997,2.626,-15,58.906
nor_bus,0.0,0.019999999999999997,2.626,-10,46.75
nor_bus,0.0,0.0,37.093,40,1.163
nor_bus,0.0,0.019999999999999997,2.626,-5,35.939
nor_bus,0.0,0.019999999999999997,2.626,0,26.441
nor_bus,0.0,0.019999999999999997,2.626,5,18.248
nor_bus,0.0,0.019999999999999997,2.626,10,11.395
nor_bus,0.0,0.019999999999999997,2.626,15,6.003
nor_bus,0.0,0.019999999999999997,2.626,20,2.566
nor_bus,0.0,0.019999999999999997,2.626,25,3.714
nor_bus,0.0,0.019999999999999997,2.626,30,6.33
nor_bus,0.0,0.019999999999999997,2.626,35,10.553
nor_bus,0.0,0.019999999999999997,2.626,40,16.498
nor_bus,0.0,0.019999999999999997,12.115,-15,5.128
nor_bus,0.0,0.019999999999999997,12.115,-10,4.535
nor_bus,0.0,0.019999999999999997,12.115,-5,3.983
nor_bus,0.0,0.019999999999999997,12.115,0,3.474
nor_bus,0.0,0.019999999999999997,12.115,5,3.005
nor_bus,0.0,0.019999999999999997,12.115,10,2.577
nor_bus,0.0,0.019999999999999997,12.115,15,2.194
nor_bus,0.0,0.019999999999999997,12.115,20,1.87
nor_bus,0.0,0.019999999999999997,12.115,25,1.978
nor_bus,0.0,0.019999999999999997,12.115,30,2.178
nor_bus,0.0,0.019999999999999997,12.115,35,2.473
nor_bus,0.0,0.019999999999999997,12.115,40,2.863
nor_bus,0.0,0.019999999999999997,17.957,-15,3.895
nor_bus,0.0,0.019999999999999997,17.957,-10,3.523
nor_bus,0.0,0.019999999999999997,17.957,-5,3.175
nor_bus,0.0,0.019999999999999997,17.957,5,2.551
nor_bus,0.0,0.019999999999999997,17.957,0,2.851
nor_bus,0.0,0.019999999999999997,17.957,10,2.276
nor_bus,0.0,0.019999999999999997,17.957,15,2.026
nor_bus,0.0,0.019999999999999997,17.957,20,1.809
nor_bus,0.0,0.019999999999999997,17.957,25,1.88
nor_bus,0.0,0.019999999999999997,17.957,30,2.009
nor_bus,0.0,0.019999999999999997,17.957,35,2.198
nor_bus,0.0,0.019999999999999997,17.957,40,2.449
nor_bus,0.0,0.019999999999999997,25.184,-15,3.003
nor_bus,0.0,0.019999999999999997,25.184,-10,2.801
nor_bus,0.0,0.019999999999999997,25.184,0,2.425
nor_bus,0.0,0.019999999999999997,25.184,-5,2.608
nor_bus,0.0,0.019999999999999997,25.184,5,2.25
nor_bus,0.0,0.019999999999999997,25.184,10,2.084
nor_bus,0.0,0.019999999999999997,25.184,15,1.928
nor_bus,0.0,0.019999999999999997,25.184,20,1.784
nor_bus,0.0,0.019999999999999997,25.184,25,1.83
nor_bus,0.0,0.019999999999999997,25.184,30,1.91
nor_bus,0.0,0.019999999999999997,25.184,35,2.025
nor_bus,0.0,0.019999999999999997,25.184,40,2.176
nor_bus,0.0,0.019999999999999997,29.997,-15,2.775
nor_bus,0.0,0.019999999999999997,29.997,-10,2.609
nor_bus,0.0,0.019999999999999997,29.997,-5,2.451
nor_bus,0.0,0.019999999999999997,29.997,0,2.299
nor_bus,0.0,0.019999999999999997,29.997,5,2.154
nor_bus,0.0,0.019999999999999997,29.997,10,2.016
nor_bus,0.0,0.019999999999999997,29.997,15,1.885
nor_bus,0.0,0.019999999999999997,29.997,20,1.763
nor_bus,0.0,0.019999999999999997,29.997,25,1.8
nor_bus,0.0,0.019999999999999997,29.997,30,1.865
nor_bus,0.0,0.019999999999999997,29.997,35,1.96
nor_bus,0.0,0.019999999999999997,29.997,40,2.083
nor_bus,0.0,0.019999999999999997,37.093,-15,2.606
nor_bus,0.0,0.019999999999999997,37.093,-10,2.464
nor_bus,0.0,0.019999999999999997,37.093,-5,2.329
nor_bus,0.0,0.019999999999999997,37.093,0,2.2
nor_bus,0.0,0.019999999999999997,37.093,5,2.078
nor_bus,0.0,0.019999999999999997,37.093,10,1.961
nor_bus,0.0,0.019999999999999997,37.093,15,1.851
nor_bus,0.0,0.019999999999999997,37.093,20,1.749
nor_bus,0.0,0.019999999999999997,37.093,25,1.777
nor_bus,0.0,0.019999999999999997,37.093,30,1.83
nor_bus,0.0,0.019999999999999997,37.093,35,1.907
nor_bus,0.0,0.019999999999999997,37.093,40,2.008
nor_bus,0.0,0.04,2.626,-15,59.686
nor_bus,0.0,0.04,2.626,-10,47.529
nor_bus,0.0,0.04,2.626,-5,36.719
nor_bus,0.0,0.04,2.626,0,27.221
nor_bus,0.0,0.04,2.626,5,19.028
nor_bus,0.0,0.04,2.626,15,6.783
nor_bus,0.0,0.04,2.626,10,12.175
nor_bus,0.0,0.04,2.626,20,3.346
nor_bus,0.0,0.04,2.626,30,7.11
nor_bus,0.0,0.04,2.626,25,4.494
nor_bus,0.0,0.04,2.626,35,11.333
nor_bus,0.0,0.04,2.626,40,17.278
nor_bus,0.0,0.04,12.115,-15,5.9
nor_bus,0.0,0.04,12.115,-10,5.307
nor_bus,0.0,0.04,12.115,-5,4.756
nor_bus,0.0,0.04,12.115,0,4.246
nor_bus,0.0,0.04,12.115,5,3.777
nor_bus,0.0,0.04,12.115,10,3.349
nor_bus,0.0,0.04,12.115,15,2.966
nor_bus,0.0,0.04,12.115,20,2.642
nor_bus,0.0,0.04,12.115,30,2.95
nor_bus,0.0,0.04,12.115,25,2.75
nor_bus,0.0,0.04,12.115,35,3.245
nor_bus,0.0,0.04,12.115,40,3.635
nor_bus,0.0,0.04,17.957,-15,4.691
nor_bus,0.0,0.04,17.957,-10,4.318
nor_bus,0.0,0.04,17.957,-5,3.971
nor_bus,0.0,0.04,17.957,0,3.647
nor_bus,0.0,0.04,17.957,10,3.071
nor_bus,0.0,0.04,17.957,5,3.347
nor_bus,0.0,0.04,17.957,15,2.821
nor_bus,0.0,0.04,17.957,20,2.605
nor_bus,0.0,0.04,17.957,25,2.676
nor_bus,0.0,0.04,17.957,30,2.805
nor_bus,0.0,0.04,17.957,35,2.994
nor_bus,0.0,0.04,17.957,40,3.244
nor_bus,0.0,0.04,25.184,-15,3.806
nor_bus,0.0,0.04,25.184,-10,3.604
nor_bus,0.0,0.04,25.184,-5,3.411
nor_bus,0.0,0.04,25.184,5,3.053
nor_bus,0.0,0.04,25.184,0,3.228
nor_bus,0.0,0.04,25.184,10,2.888
nor_bus,0.0,0.04,25.184,15,2.732
nor_bus,0.0,0.04,25.184,20,2.588
nor_bus,0.0,0.04,25.184,25,2.633
nor_bus,0.0,0.04,25.184,35,2.828
nor_bus,0.0,0.04,25.184,30,2.713
nor_bus,0.0,0.04,25.184,40,2.979
nor_bus,0.0,0.04,29.997,-15,3.599
nor_bus,0.0,0.04,29.997,-10,3.433
nor_bus,0.0,0.04,29.997,-5,3.274
nor_bus,0.0,0.04,29.997,0,3.122
nor_bus,0.0,0.04,29.997,10,2.839
nor_bus,0.0,0.04,29.997,5,2.977
nor_bus,0.0,0.04,29.997,15,2.709
nor_bus,0.0,0.04,29.997,20,2.587
nor_bus,0.0,0.04,29.997,25,2.623
nor_bus,0.0,0.04,29.997,40,2.907
nor_bus,0.0,0.04,29.997,30,2.689
nor_bus,0.0,0.04,29.997,35,2.783
nor_bus,0.0,0.04,37.093,-15,3.451
nor_bus,0.0,0.04,37.093,-10,3.31
nor_bus,0.0,0.04,37.093,-5,3.175
nor_bus,0.0,0.04,37.093,0,3.046
nor_bus,0.0,0.04,37.093,10,2.806
